unique_plan_id,provider_name,service_plan_name,tier_plan_name,connection_type,monthly_price,intro_rate,intro_rate_price,intro_rate_time,contract_req,contract_time,contract_terms_url,early_termination_fee,single_purchase_fee_descr,single_purchase_fees,monthly_provider_fee_descr,monthly_provider_fee,tax,bundle_discounts_url,typical_download_speed,typical_upload_speed,typical_latency,monthly_data_allow,over_usage_data_price,additional_data_increment,data_allowance_policy_url,network_management_policy_url,privacy_policy_url,customer_support_phone,customer_support_web,
F00144099243R0719000001234,Kinetic,100 Mbps,,Fixed,59.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,100,20,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099243R0919000001234,Kinetic,50 Mbps,,Fixed,59.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,50,4,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099244R1219000001234,Kinetic,20 Mbps,,Fixed,59.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,20,1.5,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0725000001234,Kinetic,100 Mbps,,Fixed,29.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,100,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0524000001234,Kinetic,300 Mbps,,Fixed,44.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,300,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0302000001234,Kinetic,1 Gig,,Fixed,64.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0317000001234,Kinetic,1 Gig,,Fixed,54.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0204000001234,Kinetic,2 Gig,,Fixed,74.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,2000,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0220000001234,Kinetic,2 Gig,,Fixed,84.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,2000,2000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0528000001234,Kinetic,300 Mbps,,Fixed,39.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,300,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0324000001234,Kinetic,1 Gig,,Fixed,44.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0727000001234,Kinetic,100 Mbps,,Fixed,24.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,100,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0320000001234,Kinetic,Max 1 Gig,,Fixed,84.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0202000001234,Kinetic,2 Gig,,Fixed,64.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,2000,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0229000001234,Kinetic,2 Gig,,Fixed,79.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,2000,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099243R0819000001234,Kinetic,75 Mbps,,Fixed,59.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,75,8,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099243R1019000001234,Kinetic,25 Mbps,,Fixed,59.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,25,3,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099243R0519000001234,Kinetic,300 Mbps,,Fixed,59.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,300,20,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099244R1619000001234,Kinetic,10 Mbps,,Fixed,59.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,10,1,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099244R0719000001234,Kinetic,100 Mbps,,Fixed,59.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,100,20,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099244R0619000001234,Kinetic,200 Mbps,,Fixed,59.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,200,20,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0305000001234,Kinetic,Fiber Max 1 Gig,,Fixed,94.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,1000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0205000001234,Kinetic,Fiber Max 2 Gig,,Fixed,94.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,2000,2000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0205000001234,Kinetic,Max 2 Gig,,Fixed,94.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,2000,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0530000001234,Kinetic,300 Mbps,,Fixed,34.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,300,300,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0318000001234,Kinetic,1 Gig,,Fixed,49.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,1000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0727000001234,Kinetic,100 Mbps,,Fixed,24.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,100,100,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0530000001234,Kinetic,300 Mbps,,Fixed,34.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,300,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099242R0318000001234,Kinetic,1 Gig,,Fixed,49.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,25,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0528000001234,Kinetic,300 Mbps,,Fixed,39.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,300,300,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0725000001234,Kinetic,100 Mbps,,Fixed,29.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,100,100,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0524000001234,Kinetic,300 Mbps,,Fixed,44.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,300,300,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0302000001234,Kinetic,1 Gig,,Fixed,64.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,1000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0317000001234,Kinetic,1 Gig,,Fixed,54.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,1000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0204000001234,Kinetic,2 Gig,,Fixed,74.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,2000,2000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0324000001234,Kinetic,1 Gig,,Fixed,44.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,1000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0320000001234,Kinetic,Fiber Max 1 Gig,,Fixed,84.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,1000,1000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0229000001234,Kinetic,2 Gig,,Fixed,79.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,2000,2000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099241R0202000001234,Kinetic,2 Gig,,Fixed,64.99,No,,,No,,,,Internet Activation Fee,0.00,Paper Bill Fee (Excl. MN/NE/NM/NY/PA/OK/TX),2.00,Varies,,2000,2000,25 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(844) 837-7946 (Residential),https://www.gokinetic.com/support
F00144099243B0621000001234,Kinetic,Kinetic Business 200 MB Internet,,Fixed,89.99,No,,,No,,,,Installation Fee - Broadband,0.00,Paper Bill Fee (Excl. IA/MN/MO/NE/NY/OK/PA),3.99,Varies,,200,20,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(877) 515-2741 (Business),https://business.gokinetic.com/contact-us
F00144099243B0921000001234,Kinetic,Kinetic Business 50 MB Internet,,Fixed,89.99,No,,,No,,,,Installation Fee - Broadband,0.00,Paper Bill Fee (Excl. IA/MN/MO/NE/NY/OK/PA),3.99,Varies,,50,4,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(877) 515-2741 (Business),https://business.gokinetic.com/contact-us
F00144099243B1521000001234,Kinetic,Kinetic Business 12 MB Internet,,Fixed,89.99,No,,,No,,,,Installation Fee - Broadband,0.00,Paper Bill Fee (Excl. IA/MN/MO/NE/NY/OK/PA),3.99,Varies,,12,1,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(877) 515-2741 (Business),https://business.gokinetic.com/contact-us
F00144099243B2021000001234,Kinetic,Kinetic Business 1.5 MB Internet,,Fixed,89.99,No,,,No,,,,Installation Fee - Broadband,0.00,Paper Bill Fee (Excl. IA/MN/MO/NE/NY/OK/PA),3.99,Varies,,1.5,0.384,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(877) 515-2741 (Business),https://business.gokinetic.com/contact-us
F00144099243B0721000001234,Kinetic,Kinetic Business 100 MB Internet,,Fixed,89.99,No,,,No,,,,Installation Fee - Broadband,0.00,Paper Bill Fee (Excl. IA/MN/MO/NE/NY/OK/PA),3.99,Varies,,100,20,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(877) 515-2741 (Business),https://business.gokinetic.com/contact-us
F00144099243B1621000001234,Kinetic,Kinetic Business 10 MB Internet,,Fixed,89.99,No,,,No,,,,Installation Fee - Broadband,0.00,Paper Bill Fee (Excl. IA/MN/MO/NE/NY/OK/PA),3.99,Varies,,10,1,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(877) 515-2741 (Business),https://business.gokinetic.com/contact-us
F00144099243B1421000001234,Kinetic,Kinetic Business 15 MB Internet,,Fixed,89.99,No,,,No,,,,Installation Fee - Broadband,0.00,Paper Bill Fee (Excl. IA/MN/MO/NE/NY/OK/PA),3.99,Varies,,15,1,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(877) 515-2741 (Business),https://business.gokinetic.com/contact-us
F00144099243B1921000001234,Kinetic,Kinetic Business 3 MB Internet,,Fixed,89.99,No,,,No,,,,Installation Fee - Broadband,0.00,Paper Bill Fee (Excl. IA/MN/MO/NE/NY/OK/PA),3.99,Varies,,3,0.768,40 ,,0,,,https://www.gokinetic.com/about/legal/broadband-network-statement,https://www.gokinetic.com/about/legal/privacy-policy,(877) 515-2741 (Business),https://business.gokinetic.com/contact-us
