Provider Name,State,Municipality,Product Name,Fcc Unique Plan Id,Monthly Price,Equipment Rental Fees,Equipment Installation Fees,One-time Fees at the Time of Purchase,Early Termination Fee,Provider Fees,Typical Upload Speed,Typical Download Speed,Typical Latency (Multiserver),Charges for Additional Data Usage,Government Taxes,Discounts & Bundles,Data Included with Monthly Price,Network Management,Privacy,Customer Support,FCC Learn More,Monthly Price Terms
GFiber,Iowa,Norwalk,Half Gig,F0021105283D24E6FB36B02518,$55,$0,$0,$0,$0,N/A,506,515,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,Norwalk,Core 3 Gig,F0021105283EA281D6CBC2900B,$70,$0,$0,$0,$0,N/A,3418,3423,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,Norwalk,Edge 8 Gig,F002110528369FEECDBD160BB7,$150,$0,$0,$0,$0,N/A,8119,8086,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,Norwalk,Home 5 Gig,F0021105283BC67E619D91260C,$100,$0,$0,$0,$0,N/A,5797,5709,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,Norwalk,Business 1 Gig,F00211052832855F9B8F22F62A,$100,$0,$0,$0,$0,N/A,1137,1140,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,Norwalk,Business 2 Gig,F00211052839DD458FAC22AC9F,$250,$0,$0,$0,$0,N/A,1137,2250,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,West Des Moines,Core 3 Gig,F0021105283EA281D6CBC2900B,$70,$0,$0,$0,$0,N/A,3418,3423,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,West Des Moines,Edge 8 Gig,F002110528369FEECDBD160BB7,$150,$0,$0,$0,$0,N/A,8119,8086,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,West Des Moines,Home 5 Gig,F0021105283BC67E619D91260C,$100,$0,$0,$0,$0,N/A,5797,5709,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,West Des Moines,Business 1 Gig,F00211052832855F9B8F22F62A,$100,$0,$0,$0,$0,N/A,1137,1140,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
GFiber,Iowa,West Des Moines,Business 2 Gig,F00211052839DD458FAC22AC9F,$250,$0,$0,$0,$0,N/A,1137,2250,13,$0/GB,Varies by location,No confusing discounts or bundles to worry about,Unlimited GB,https://fiber.google.com/legal/network/,https://fiber.google.com/legal/privacy/,https://fiber.google.com/support (866) 777-7550 (Residential) | (855) 418-8326 (Business),Learn more about the terms used on this label by visiting the Federal Communications Commission's Consumer Resource Center https://www.fcc.gov/consumers,The Monthly Price is not an introductory rate. The Monthly Price does not require a contract.
