unique_plan_id,provider_name,service_plan_name,tier_plan_name,connection_type,monthly_price,intro_rate,intro_rate_price,intro_rate_time,contract_req,contract_time,contract_terms_url,early_termination_fee,single_purchase_fee_descr,single_purchase_fees,monthly_provider_fee_descr,monthly_provider_fee,tax,bundle_discounts_url,typical_download_speed,typical_upload_speed,typical_latency,monthly_data_allow,over_usage_data_price,additional_data_increment,data_allowance_policy_url,network_management_policy_url,privacy_policy_url,customer_support_phone,customer_support_web,load_date_time_est
F0001834696P7BNX9RRwRso2c6,Cox Communications,Cox Fiber Internet 200/50 AP,Cox Fiber Internet 200/50 AP,Fixed,248,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,13,Varies,https://www.cox.com/business/offers/small-business-bundles.html,233,51,7,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696PvTMaORR5E5oJzu,Cox Communications,Cox Fiber Internet 2G AP,Cox Fiber Internet 2G AP,Fixed,568,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,13,Varies,https://www.cox.com/business/offers/small-business-bundles.html,2302,2032,4,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
M0001834696WUU1oYRRzhUoVXe,Cox Communications,Gig Unlimited - 2 line discount,Gig Unlimited - 2 line discount,Wireless,45,No,,,,,,0,Activation Fee; Late Fee,10;6.5,State PUC Fee; DEAF Surcharge; 988 Fee; State Special Fee; Telecom Relay Fund; State Universal Service Fund; Federal Universal Service Fund; E911; State Universal Service Fund,0.5; 0.5; 0.08; 0.46; 0.35; 0.9; 0.54; 0.41; 1.11,Varies,https://www.cox.com/residential/special-offers/bundles.html,5G & 4G LTE Range 11-634,5G & 4G LTE Range 1-53,56,,0,,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/cox-mobile-internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696PqV4ADRRWMbopln,Cox Communications,Cox Fiber Internet 100/20 AP,Cox Fiber Internet 100/20 AP,Fixed,130,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,13,Varies,https://www.cox.com/business/offers/small-business-bundles.html,118,21,6,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696PQ49j2RRq9dXjln,Cox Communications,Connect2Compete Internet,Connect2Compete Internet,Fixed,9.95,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 4.75,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,122,117,4,1280,0,,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696P49IP5RRDdiom2K,Cox Communications,Cox Fiber Internet 300/50 AP,Cox Fiber Internet 300/50 AP,Fixed,190,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,13,Varies,https://www.cox.com/business/offers/small-business-bundles.html,352,56,4,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
M0001834696Wd57WARRzhU3coM,Cox Communications,PAY AS YOU GIG,PAY AS YOU GIG,Wireless,15,No,,,,,,0,Activation Fee; Late Fee,10;6.5,State Universal Service Fund; DEAF Surcharge; 988 Fee; Federal Universal Service Fund,0.02; 0.06; 0.35; 0.54,Varies,https://www.cox.com/residential/special-offers/bundles.html,5G & 4G LTE Range 11-634,5G & 4G LTE Range 1-53,56,1,15,1 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/cox-mobile-internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696HEd5MCRRdcJXjoM,Cox Communications,Go Super Fast Internet,Go Super Fast Internet,Fixed,124,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 4.75,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,1175,524,18,1280,10,50 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696H5xY8JRRaGKoJln,Cox Communications,CBI 300 Mbps x 30 Mbps,CBI 300 Mbps x 30 Mbps,Fixed,190,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,20,Varies,https://www.cox.com/business/offers/small-business-bundles.html,353,34,15,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696HQbnJRRR30oXDoM,Cox Communications,Fast Internet,Fast Internet,Fixed,74,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.35,Panoramic Wifi,0,Varies,https://www.cox.com/residential/special-offers/bundles.html,353,11,14,1280,0,,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696HQbnJRRR8P6Xfc6,Cox Communications,Fast Internet,Fast Internet,Fixed,74,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.35,Panoramic Wifi,0,Varies,https://www.cox.com/residential/special-offers/bundles.html,353,12,18,1280,0,,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696HVMiqyRRjkiomXe,Cox Communications,CBI 200 Mbps x 50 Mbps,CBI 200 Mbps x 50 Mbps,Fixed,188,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,20,Varies,https://www.cox.com/business/offers/small-business-bundles.html,234,56,14,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696Pk4ZYSRRh6foJXe,Cox Communications,Cox Fiber Internet 200 AP,Cox Fiber Internet 200 AP,Fixed,350,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,13,Varies,https://www.cox.com/business/offers/small-business-bundles.html,233,205,7,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696HQbDpvRRv5GXaYX,Cox Communications,Fast Internet,Fast Internet,Fixed,70,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.55,Panoramic Wifi,0,Varies,https://www.cox.com/residential/special-offers/bundles.html,353,34,12,1280,10,50 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696Hn4KV1RR3vboN2K,Cox Communications,CBI 2 Gbps x 35 Mbps,CBI 2 Gbps x 35 Mbps,Fixed,568,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,20,Varies,https://www.cox.com/business/offers/small-business-bundles.html,2328,39,12,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696PgW4ADRR9WHom2K,Cox Communications,Cox Fiber Internet 100 AP,Cox Fiber Internet 100 AP,Fixed,130,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,13,Varies,https://www.cox.com/business/offers/small-business-bundles.html,118,112,6,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696HEd93tRRsFsXni5,Cox Communications,Go Super Fast Internet,Go Super Fast Internet,Fixed,124,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,1174,113,15,1280,10,50 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696PeyBUKRRftVXNi5,Cox Communications,Go Faster Internet,Go Faster Internet,Fixed,74,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 6,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,293,276,4,1280,10,50 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696HEdbAVRRVRgXa8s,Cox Communications,Go Super Fast Internet,Go Super Fast Internet,Fixed,124,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.55,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,1175,113,12,1280,10,50 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696Pk4ZYSRRh6fopXe,Cox Communications,Cox Fiber Internet 200 AP,Cox Fiber Internet 200 AP,Fixed,350,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,13,Varies,https://www.cox.com/business/offers/small-business-bundles.html,233,205,7,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696Heyyr9RRd5EXDln,Cox Communications,Go Faster Internet,Go Faster Internet,Fixed,74,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.35,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,294,27,15,1280,0,,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696Pim0T3RRWTvXfi5,Cox Communications,Go Beyond Fast Internet,Go Beyond Fast Internet,Fixed,154,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.35,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,2083,929,4,1280,0,,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696HGESm8RRiUpXacs,Cox Communications,Go Even Faster Internet,Go Even Faster Internet,Fixed,94,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.55,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,588,57,13,1280,10,50 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696H9wdpVRRL32ofXe,Cox Communications,CBI 200 Mbps x 20 Mbps,CBI 200 Mbps x 20 Mbps,Fixed,190,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,20,Varies,https://www.cox.com/business/offers/small-business-bundles.html,234,23,14,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
M0001834696WPO1oYRRzhUo2oM,Cox Communications,GIG UNLIMITED,GIG UNLIMITED,Wireless,45,No,,,,,,0,Activation Fee; Late Fee,10;6.5,State Special Fee; State Universal Service Fund; Federal Universal Service Fund; E911,0.02; 0.01; 0.54; 0.2,Varies,https://www.cox.com/residential/special-offers/bundles.html,5G & 4G LTE Range 11-634,5G & 4G LTE Range 1-53,56,,0,,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/cox-mobile-internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696HslgI9RRs0Hopi5,Cox Communications,CBI 500 Mbps x 35 Mbps,CBI 500 Mbps x 35 Mbps,Fixed,290,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,20,Varies,https://www.cox.com/business/offers/small-business-bundles.html,588,38,15,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696HeyFRBRR4EbXIi5,Cox Communications,Go Faster Internet,Go Faster Internet,Fixed,74,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.35,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,294,11,14,1280,10,50 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696P49IP5RRDdioI2K,Cox Communications,Cox Fiber Internet 300/50 AP,Cox Fiber Internet 300/50 AP,Fixed,190,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,13,Varies,https://www.cox.com/business/offers/small-business-bundles.html,352,56,4,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696Pb7IP5RRhq8oci5,Cox Communications,Cox Fiber Internet 300 AP,Cox Fiber Internet 300 AP,Fixed,190,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,13,Varies,https://www.cox.com/business/offers/small-business-bundles.html,352,333,4,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696H9wWXhRRL32oVXe,Cox Communications,CBI 200 Mbps x 20 Mbps,CBI 200 Mbps x 20 Mbps,Fixed,248,No,,,,,,0,Self-Installation; Professional Installation; Standard Activation; Gateway Activation; Equipment Deposit; Late Fee,0; 99; 25; 99; Varies Based on Credit; 30,Panoramic Wifi,20,Varies,https://www.cox.com/business/offers/small-business-bundles.html,234,23,14,,0,,,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/business-annual-privacy-notice.html,1-866-272-5777,https://www.cox.com/business/contact-us.html,2026-08-01 01:03:15
F0001834696HQbDpvRRv5GXa8s,Cox Communications,Fast Internet,Fast Internet,Fixed,70,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.55,Panoramic Wifi,0,Varies,https://www.cox.com/residential/special-offers/bundles.html,353,34,12,1280,10,50 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696PimaYbRRWTvXpi5,Cox Communications,Go Beyond Fast Internet,Go Beyond Fast Internet,Fixed,154,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 8.55,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,2083,929,4,1280,10,50 GB,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
F0001834696HUsTf6RR8zCXJc6,Cox Communications,ConnectAssist Internet Service,ConnectAssist Internet Service,Fixed,30,No,,,,,,0,Self-Installation; Professional Installation; Deposit for Pano Wifi Gateway; Late Fee,0; 100; 50.00 per device based on credit; 0,Panoramic Wifi,15,Varies,https://www.cox.com/residential/special-offers/bundles.html,117,12,15,1280,0,,https://www.cox.com/aboutus/policies/speeds-and-data-plans.html,https://www.cox.com/aboutus/policies/internet-service-disclosures.html,https://www.cox.com/aboutus/policies/annual-privacy-notice.html,1-800-234-3993,https://www.cox.com/residential/contactus.html,2026-08-01 01:03:15
